nomcoor,municipi,lloc,estil,epoca,lat,lon,prot,idprot,imatge
Restes de murs i fortificació (Vilaller),Vilaller,Casc antic de Vilaller,Obra popular,Medieval,42.476633,0.716064,BCIN,1773-MH,
Creu de terme d'Aiguamúrcia,Aiguamúrcia,A l'entrada del nucli urbà de Santes Creus,Gòtic,"XIV, XVII",41.349928,1.36165,BCIN,4125-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/SantesCreus_CreuTerme_IPA-2227_4337.jpg/218px-SantesCreus_CreuTerme_IPA-2227_4337.jpg
Monestir de Santes Creus (Aiguamúrcia),Aiguamúrcia,"Pl. Jaume el Just, 6-7, [[Santes Creus]]","Romànic, gòtic, barroc",XII-XVIII,41.346261,1.364246,BCIN,4-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Monestir_de_Santes_Creus_(Aiguamúrcia)_-_36.jpg/218px-Monestir_de_Santes_Creus_(Aiguamúrcia)_-_36.jpg
Castell de Selma (Aiguamúrcia),Aiguamúrcia,Al vessant sud-est del puig de les Forques,Romànic,Medieval,41.367035,1.461822,BCIN,723-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Castell_de_Selma_(Aiguamúrcia)_-_5.jpg/218px-Castell_de_Selma_(Aiguamúrcia)_-_5.jpg
Castell de l'Albà (Aiguamúrcia),Aiguamúrcia,A l'esquerra del riu Gaià entre el Montmell i Santes Creus,Romànic,XI,41.351988,1.439025,BCIN,453-MH,
Castell de Ramonet (Aiguamúrcia),Aiguamúrcia,Entre l'encreuament de la ctra. TV-2441 i la ctra. a Querol,Romànic,XII,41.398974,1.412849,BCIN,1346-MH,
Convent de Santa Anna (Alcover),Alcover,"Sota la muntanya del Calvari, prop de la carretera de Mont-ral",Barroc,XVI-XVII,41.266305,1.168304,BCIN,,
Església de la Puríssima Sang (Alcover),Alcover,Pl. Església Vella,Romànic,XII,41.262368,1.171097,BCIN,1856-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Alcover,_Església_Vella.jpg/218px-Alcover,_Església_Vella.jpg"
Torres de l'antiga muralla (Alcover),Alcover,,Gòtic,XIV,41.263695,1.171662,BCIN,1855-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Alcover-tor.jpg/218px-Alcover-tor.jpg
Torres de defensa del Mas Mont-ravà (Alcover),Alcover,Partida de Mas Monravà,Obra popular,Medieval,41.265473,1.129416,BCIN,1857-MH-ZA,
Restes de murs de la vila d'Alió,Alió,,Gòtic,Medieval,41.293912,1.304675,BCIN,773-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Alio_Murs.JPG/218px-Alio_Murs.JPG
Torre de Bràfim,Bràfim,Al nord-est del nucli urbà,Obra popular,"Medieval, XIX",41.27778,1.352204,BCIN,742-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Brafim_Torredel_Garriga01.JPG/218px-Brafim_Torredel_Garriga01.JPG
Castell de Cabra (Cabra del Camp),Cabra del Camp,,,Medieval,41.38836,1.29982,BCIN,563-MH,
Castell de Figuerola (Figuerola del Camp),Figuerola del Camp,"C. del Castell, sense restes",,,,,BCIN,848-MH,
Torre de la Mixarda (Figuerola del Camp),Figuerola del Camp,"Partida del Mas del Llop, a uns 5 km al sud-oest del nucli urbà",Gòtic,"XII-XIII, XV",41.340976,1.254594,BCIN,1858-MH,
Castell dels Garidells,Els Garidells,Al cim de la població,,Medieval,41.208104,1.247223,BCIN,879-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Els_Garidells_-_Castillo_(Vista_Exterior_1).jpg/218px-Els_Garidells_-_Castillo_(Vista_Exterior_1).jpg
Castell del Milà,El Milà,"Pl. del Castell, 3",Obra popular,XV-XVII,41.248135,1.206885,BCIN,1859-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Castell_El_Milà.jpg/218px-Castell_El_Milà.jpg
Castell de Rocamora (Montferri),Montferri,,,XI,41.262591,1.366287,BCIN,1863-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Montferri_CastellRocamora.JPG/218px-Montferri_CastellRocamora.JPG
Torre de Montferri,Montferri,Dalt del turó de Tossagrossa,,XII,41.25139,1.36722,BCIN,1862-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Torre_del_Moro_de_Montferri.jpg/218px-Torre_del_Moro_de_Montferri.jpg
Celler del Sindicat Agrícola de Sant Isidre (Nulles),Nulles,C. Estació,Noucentisme<br />Cèsar Martinell,XX (1920),41.250805,1.297512,BCIN,1861-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Nulles_-_Cooperativa_vinícola.jpg/218px-Nulles_-_Cooperativa_vinícola.jpg
Església de Sant Ramon del Pla de Santa Maria,El Pla de Santa Maria,Raval de Sant Ramon,Romànic,"XII-XIII, XVIII",41.367729,1.288023,BCIN,179-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Pla_de_Santa_Maria,_Església_de_Sant_Ramon-PM_27866.jpg/218px-Pla_de_Santa_Maria,_Església_de_Sant_Ramon-PM_27866.jpg"
Portals fortificats del carrer Major (el Pla de Santa Maria),El Pla de Santa Maria,"C. Major, 1 - c.Major, 56",Gòtic-renaixement,XVII,41.362924,1.290152,BCIN,1864-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Portals_fortificats_del_carrer_Major_(El_Pla_de_Santa_Maria)_-_1.jpg/218px-Portals_fortificats_del_carrer_Major_(El_Pla_de_Santa_Maria)_-_1.jpg
Castell de Selmella (el Pont d'Armentera),El Pont d'Armentera,En un cim a la serra de Comaverd,Romànic,X,41.421024,1.337742,BCIN,1282-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Selmella_-_Castillo_(Muro_3).jpg/218px-Selmella_-_Castillo_(Muro_3).jpg
Església de Sant Jaume de Montagut (Querol),Querol,Al peu del cim de Montagut,Gòtic,XIV,41.409745,1.425048,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Església_de_Sant_Jaume_de_Montagut_(Querol)_-_2.jpg/218px-Església_de_Sant_Jaume_de_Montagut_(Querol)_-_2.jpg
Castell de Querol,Querol,A la part més alta del nucli urbà,,"X-XI, XVII-XVIII",41.423412,1.397888,BCIN,1343-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Castell_de_Querol_0289.JPG/218px-Castell_de_Querol_0289.JPG
Castell de Pinyana (Querol),Querol,"Ctra. T-213, km 33 camí fins al castell",,XI-XIII,41.408696,1.386797,BCIN,1338-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Castell_de_Pinyana_(Querol)_-_4.jpg/218px-Castell_de_Pinyana_(Querol)_-_4.jpg
Castell de Montagut (Querol),Querol,Al cim del turó de Montagut,,Medieval,41.4066667,1.4222222,BCIN,1344-MH,
Castell de Saburella (Querol),Querol,"A la dreta del riu Gaià, a l'extrem nord-oest del terme municipal","Romànic, gòtic",XII-XIII,41.424635,1.363124,BCIN,1345-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Castell_de_Saburella_(Querol)_-_1.jpg/218px-Castell_de_Saburella_(Querol)_-_1.jpg
Torre del Petrol (la Riba),La Riba,"Cim del puig Cabrer, serra de Miramar",,XIX,41.315,1.1911111,BCIN,1865-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Picamoixons,_la_torre_d'en_Petrol.jpg/218px-Picamoixons,_la_torre_d'en_Petrol.jpg"
Castell de Rodonyà,Rodonyà,C. Major,Gòtic-renaixement,XVI-XVII,41.279707,1.39887,BCIN,1866-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Castell_de_Rodonyà.JPG/218px-Castell_de_Rodonyà.JPG
Casal dels Marquesos de Vallgornera (el Rourell),El Rourell,Pl. del Castell,Obra popular,XVII,41.22341,1.218817,BCIN,1867-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/CasalMarquesosRourell.JPG/218px-CasalMarquesosRourell.JPG
Castell de Vallmoll,Vallmoll,C. Major,,XIV-XVII,41.243742,1.248048,BCIN,1716-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Vallmoll_-_Castillo_(Vista_Exterior_2).jpg/218px-Vallmoll_-_Castillo_(Vista_Exterior_2).jpg
Muralla de Valls,Valls,C. del Mur,Obra popular,XIV,41.283329,1.246259,BCIN,4141-MH-ZA,
Escut de Can Dasca (Valls),Valls,"C. Cort, 5",Barroc,XVII,41.2844,1.24812,BCIN,3971-MH,
Capella del Roser (Valls),Valls,"C. de la Cort, 24",Barroc,XVII-XVIII,41.284603,1.249183,BCIN,230-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Capella_del_Roser_(Valls)_1.JPG/218px-Capella_del_Roser_(Valls)_1.JPG
Portalada de l'antic Castell de l'Arquebisbe (Valls),Valls,Pl. del Pati,,,41.28572,1.25042,BCIN,1718-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Portalada_del_Castell_de_l'Arquebisbe_03.JPG/218px-Portalada_del_Castell_de_l'Arquebisbe_03.JPG
Doldellops (Valls),Valls,"Partida de la Granja, 46","Gòtic, barroc",XIV,41.285948,1.220721,BCIN,1851-MH,
El Castell (Vilabella),Vilabella,"C. Sant Pere, 1","Gòtic, Renaixement",XV-XVI,41.247415,1.330474,BCIN,1868-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Vilabella_Castell.JPG/218px-Vilabella_Castell.JPG
Castell de Vila-rodona,Vila-rodona,Ctra. de Can Ferré,Obra popular,XII,41.311792,1.360593,BCIN,1869-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Castell_de_Vila-rodona_-_2.jpg/218px-Castell_de_Vila-rodona_-_2.jpg
Castell de Vilardida (Vila-rodona),Vila-rodona,Turó de Vilardida,Obra popular,XVI-XVII,41.286033,1.363207,BCIN,1797-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Vilardida_torre01.JPG/218px-Vilardida_torre01.JPG
Castell d'Argelaguer,Argelaguer,"C. Muralla, 1","Renaixement, obra popular",XVI,42.213889,2.641667,BCIN,479-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Castell_d´Argelaguer_-_Argelaguer_CIC_20110914_21987.jpg/218px-Castell_d´Argelaguer_-_Argelaguer_CIC_20110914_21987.jpg
Castell de Montpalau (Argelaguer),Argelaguer,Turó de Santa Magdalena,Obra popular,Medieval,42.205958,2.608056,BCIN,776-MH,
Església de Sant Pere (Besalú),Besalú,Pl. Prat de Sant Pere,"Romànic, barroc",XII,42.198056,2.69875,BCIN,80-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Església_de_Sant_Pere,_exterior.jpg/218px-Església_de_Sant_Pere,_exterior.jpg"
Església de Sant Vicenç (Besalú),Besalú,C. de Sant Vicenç - c. Safont,"Romànic, gòtic","XII-XIII, XIV, XVII",42.199583,2.698333,BCIN,81-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Església_de_Sant_Vicenç_-_Besalú.jpg/218px-Església_de_Sant_Vicenç_-_Besalú.jpg
Església de Santa Maria (Besalú),Besalú,,Romànic,XII,42.200028,2.699796,BCIN,70-MH-ZA,"http://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Besalú,_Església_de_Santa_Maria_(1).JPG/218px-Besalú,_Església_de_Santa_Maria_(1).JPG"
Pont Medieval (Besalú),Besalú,,Romànic,XII-XIV,42.199361,2.701528,BCIN,71-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Pont_Medieval_(Besalú)_-_7.jpg/218px-Pont_Medieval_(Besalú)_-_7.jpg
Castell Comtal de Besalú,Besalú,,,Medieval,42.199444,2.699444,BCIN,1251-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/2/27/14436_Monestir_de_Sant_Pere_de_Besalu.jpg/218px-14436_Monestir_de_Sant_Pere_de_Besalu.jpg
Recinte emmurallat de Besalú,Besalú,,,XII-XIV,42.19901,2.70068,BCIN,1252-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Portal_de_Besalú.jpg/218px-Portal_de_Besalú.jpg
Centre històric de Besalú,Besalú,,Romànic,XII,42.19871,2.69738,BCIN,69-CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Pont_Besalú_1.jpg/218px-Pont_Besalú_1.jpg
Sant Sepulcre de Palera (Beuda),Beuda,Palera,Romànic,XII,42.223889,2.698611,BCIN,82-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Palera-5036.jpg/218px-Palera-5036.jpg
Castell de Beuda,Beuda,,Romànic,"XI, XIII",42.237917,2.704444,BCIN,542-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/El_Castellot_(Beuda).jpg/218px-El_Castellot_(Beuda).jpg
Castell Nou de Beuda del Pla (Beuda),Beuda,,Gòtic,XV,42.239010,2.705496,BCIN,543-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Beuda-castell-5037sh.jpg/218px-Beuda-castell-5037sh.jpg
Puig del Far (Beuda),Beuda,Segueró,,Romà,42.255722,2.7305,BCIN,544-MH-ZA,
Castell i restes de muralles de Castellfollit (Castellfollit de la Roca i Sant Joan les Fonts),Castellfollit de la Roca,i [[Sant Joan les Fonts]],,XII,42.2201,2.554914,BCIN,650-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Castell_de_Castellfollit_-_1.jpg/218px-Castell_de_Castellfollit_-_1.jpg
Escut de Can Traver (Maià de Montcal),Maià de Montcal,Veïnat de Can Traver,Neoclassicisme,XIX,42.2105,2.727167,BCIN,3941-MH,
Castell de Dosquers (Maià de Montcal),Maià de Montcal,,Romànic,XII-XIII,42.196389,2.750278,BCIN,1011-MH,
Castell de Montagut (Montagut i Oix),Montagut i Oix,,,XIII-XIV,42.230833,2.572222,BCIN,1054-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Castell_de_Montagut_02.jpg/218px-Castell_de_Montagut_02.jpg
Castell d'Oix (Montagut i Oix),Montagut i Oix,,Gòtic,"XV-XVI, XX",42.273611,2.531667,BCIN,1055-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Castell_d'Oix.JPG/218px-Castell_d'Oix.JPG
Castell Masia de Pera (Montagut i Oix),Montagut i Oix,,,Medieval,42.2841,2.49472,BCIN,1057-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Castell_Masia_de_Pera.JPG/218px-Castell_Masia_de_Pera.JPG
Castell del Montpetit (Montagut i Oix),Montagut i Oix,,,,42.2625,2.498611,BCIN,1056-MH,
Torre de Talaixà (Montagut i Oix),Montagut i Oix,Talaixà,,Medieval,42.302222,2.570556,BCIN,1058-MH,
Cabeces (Montagut i Oix),Montagut i Oix,Vall d'Hortmoier,,XV-XVI,42.29981,2.53685,BCIN,1059-MH,
Torre Castanys (Olot),Olot,Parc Nou,Eclecticisme,XIX,42.171239,2.480065,BCIN,,http://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Catalonia_Olot_Parc_Nou.JPG/218px-Catalonia_Olot_Parc_Nou.JPG
Claustre de l'antic Convent del Carme (Olot),Olot,C. Pare Antoni Soler,Renaixement,XVI-XVII,42.183472,2.492222,BCIN,169-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/EscolArtOlot.JPG/218px-EscolArtOlot.JPG
Casa Solà-Morales (Olot),Olot,"Pg. d'en Blay, 38-40","Neoclassicisme, modernisme<br />Lluís Domènech i Montaner","XVIII, XX (1916)",42.18325,2.486944,BCIN,170-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Casa_Solà_Morales_a_Olot.jpg/218px-Casa_Solà_Morales_a_Olot.jpg
Castell Coll (Olot),Olot,,,XIV-XV,42.199167,2.462222,BCIN,1136-MH,
Torre de les Bisaroques (Olot),Olot,,Obra popular,"Medieval, XIX",42.182222,2.503056,BCIN,1137-MH,
Torres del Turó de Sant Francesc (Olot),Olot,[[Volcà del Montsacopa|Volcà Montsacopa]],Obra popular,XIX,42.188278,2.489444,BCIN,1138-MH,
Mas Ventós (Olot),Olot,Barri de les Fonts,"Barroc, obra popular",XVIII,42.171944,2.496111,BCIN,1884-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/OlotMasVentos.JPG/218px-OlotMasVentos.JPG
Església de Sant Esteve (Olot),Olot,Pl. Rector Ferrer,Neoclassicisme,XVIII-XIX,42.182222,2.488333,BCIN,1885-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Església_de_Sant_Esteve_d'Olot.jpg/218px-Església_de_Sant_Esteve_d'Olot.jpg
Castell d'Hostoles (les Planes d'Hostoles i Sant Feliu de Pallerols),Les Planes d'Hostoles,i [[Sant Feliu de Pallerols]]<br />Puig de les Forques,Romànic,"XII-XIII, XV",42.070139,2.530833,BCIN,1246-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Castell_d´Hostoles_-_Les_Planes_d´Hostoles_CIC_20110914_21945.jpg/218px-Castell_d´Hostoles_-_Les_Planes_d´Hostoles_CIC_20110914_21945.jpg
Castell de Puig-alder (les Planes d'Hostoles),Les Planes d'Hostoles,Cogolls,Obra popular,Medieval,42.097778,2.533611,BCIN,1247-MH,
La Torre (les Preses),Les Preses,Veïnat de la Boada,Obra popular,XII-XVI,42.140117,2.465373,BCIN,1322-MH,
Torre Rodona (Riudaura),Riudaura,Pl. de l'Església,"Romànic, gòtic",XII-XIII,42.187681,2.408472,BCIN,1372-MH,"http://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Ridaura,_església_de_Santa_Maria,_torre,_i_cases_veïnes.jpg/218px-Ridaura,_església_de_Santa_Maria,_torre,_i_cases_veïnes.jpg"
Castell de Sales (Sales de Llierca),Sales de Llierca,,Gòtic,XIV-XV,42.243611,2.644722,BCIN,1386-MH,
Castell de s'Espasa (Sales de Llierca),Sales de Llierca,,,,42.281111,2.588333,BCIN,1387-MH-ZA,
Castell de Finestres (Sant Aniol de Finestres),Sant Aniol de Finestres,,,IX-X,42.113611,2.595833,BCIN,1422-MH,
Castell de Colltort (Sant Feliu de Pallerols),Sant Feliu de Pallerols,,,,42.132222,2.532222,BCIN,1455-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Castell_Colltort_IMG_9576-001.JPG/218px-Castell_Colltort_IMG_9576-001.JPG
Castell de la Miana (Sant Ferriol),Sant Ferriol,,,,42.178611,2.631111,BCIN,1456-MH-ZA,
Torre de vigilància (Sant Jaume de Llierca),Sant Jaume de Llierca,,,,,,BCIN,1842-MH,
Casa Juvinyà (Sant Joan les Fonts),Sant Joan les Fonts,,Romànic,XII-XIII,42.211194,2.5075,BCIN,197-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/5/59/StJoanFonts_castellJuvinya_RI-51-0003888_1304.jpg/218px-StJoanFonts_castellJuvinya_RI-51-0003888_1304.jpg
Església de Sant Joan les Fonts,Sant Joan les Fonts,,Romànic,XIII,42.217299,2.515041,BCIN,200-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/4/46/StJoanFonts_monestirRomanic_RI-51-0004469_1260.jpg/218px-StJoanFonts_monestirRomanic_RI-51-0004469_1260.jpg
Castell de Mont-ros (Sant Joan les Fonts),Sant Joan les Fonts,,,,42.207222,2.550278,BCIN,1479-MH,
La Torre de Canadell (Sant Joan les Fonts),Sant Joan les Fonts,,,XIV,42.224444,2.532222,BCIN,1480-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Torre_de_Canadell.JPG/218px-Torre_de_Canadell.JPG
Castell de Santa Pau,Santa Pau,,Gòtic,XII-XVII,42.144722,2.571667,BCIN,1844-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Santa_Pau_castle_102009_003.jpg/218px-Santa_Pau_castle_102009_003.jpg
Recinte emmurallat de Santa Pau,Santa Pau,,,XIV,42.144722,2.571389,BCIN,1845-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Santa_Pau_Arches_002.jpg/218px-Santa_Pau_Arches_002.jpg
Vila Vella de Santa Pau,Santa Pau,Pl. Major i voltants,Gòtic,XII,42.14483,2.57213,BCIN,186-CH,"http://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Santa_Pau,_a_la_Garrotxa.jpg/218px-Santa_Pau,_a_la_Garrotxa.jpg"
Força de Bellpuig (Tortellà),Tortellà,,,Medieval,42.241667,2.617778,BCIN,1670-MH,
Castell de Castelló d'en Bas (la Vall d'en Bas),La Vall d'en Bas,,,XIII-XIV,42.101944,2.431111,BCIN,1706-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Castelló_d'en_Bas.JPG/218px-Castelló_d'en_Bas.JPG
Castell del Mallol (la Vall d'en Bas),La Vall d'en Bas,Cim del puig del Mallol,,Medieval,42.149722,2.439722,BCIN,1700-MH-ZA,
Casal de Puigpardines (la Vall d'en Bas),La Vall d'en Bas,"Puigpardines, prop del mas Toralles",Obra popular,XII-XIII,42.140556,2.428611,BCIN,1701-MH,
Els Hostalets d'en Bas (la Vall d'en Bas),La Vall d'en Bas,,Obra popular,XVIII,42.102206,2.44965,BCIN,228-CH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Hostalets_den_Bas_(Catalonia)_-_Carrer_Teixeda_01.jpg/218px-Hostalets_den_Bas_(Catalonia)_-_Carrer_Teixeda_01.jpg
El Mallol (la Vall d'en Bas),La Vall d'en Bas,,Obra popular,Medieval,42.149172,2.439422,BCIN,CH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/El_Mallol_03_(Catalonia).jpg/218px-El_Mallol_03_(Catalonia).jpg
La Torre de la Vall del Bac (la Vall de Bianya),La Vall de Bianya,,,,42.264722,2.453056,BCIN,1704-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/La_Torre_de_la_Vall_del_Bac.JPG/218px-La_Torre_de_la_Vall_del_Bac.JPG
La Torre de Bianya (la Vall de Bianya),La Vall de Bianya,,,XV,42.213310,2.426132,BCIN,1705-MH,
Muralla medieval d'Olot,Olot,"C. Llosa, c. Valls Vells","Assentament militar, muralla",Medieval Consolidació Corona d'Aragó (1150/1230). Des de Medieval Baixa Edat Mitjana a Segles XVIII-XX (1400/1999),42.182419,2.493851,BCIN,ZA,
Torre del Croscat (Santa Pau),Santa Pau,Cim del volcà [[Croscat]],"Assentament militar, torre",Romà? (-218/476). Modern (1453/1789),42.153963,2.535980,BCIN,ZA,
Castell i Col·legiata de Sant Pere (Àger),Àger,,"Romànic, gòtic, gòtic tardà","X-XIV, XVII-XVIII",41.999814,0.762651,BCIN,252-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Castell_i_Col·legiata_de_Sant_Pere_(Àger)_-_2.jpg/218px-Castell_i_Col·legiata_de_Sant_Pere_(Àger)_-_2.jpg
Les Torres de Cas (Àger),Àger,,Romànic,XI-XII,41.969865,0.792952,BCIN,253-MH,
Castell de Sant Llorenç (Àger),Àger,,Romànic,XI,42.043183,0.694272,BCIN,254-MH-ZA,
Torre de Fontdepou (Àger),Àger,,Romànic,XI,41.961031,0.757586,BCIN,255-MH,
Castell de Corçà (Àger),Àger,Corçà,Romànic,XI-XIV,42.030218,0.686101,BCIN,257-MH-ZA,
Torre de Millà (Àger),Àger,[[Millà]],Romànic,X-XII,41.957857,0.697813,BCIN,256-MH-ZA,
La Régola (Àger),Àger,,,XI-XIV,41.99521,0.793143,BCIN,258-MH,
Església de Sant Vicenç (Àger),Àger,C. Sant Vicenç,"Gòtic, barroc","XIV, XVIII",41.999008,0.764278,BCIN,241-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Església_de_Sant_Vicenç_(Àger)_-_3.jpg/218px-Església_de_Sant_Vicenç_(Àger)_-_3.jpg
Nucli antic d'Àger,Àger,,"Romànic, gòtic, barroc, obra popular",Medieval-XXI,41.999779,0.762437,BCIN,,
Castell d'Albesa,Albesa,,,Medieval,41.752543,0.661877,BCIN,730-MH-ZA,
Castell de la Figuera (Algerri),Algerri,La Figuera,,XII,41.841928,0.664678,BCIN,4127-MH-ZA,
Castell d'Algerri,Algerri,Tossal que domina el nucli,Gòtic,XII-XVI,41.817785,0.637396,BCIN,464-MH-ZA,
Castell d'Alòs (Alòs de Balaguer),Alòs de Balaguer,,"Romànic, gòtic","X-XIII, XIV-XV",41.914296,0.955495,BCIN,465-MH,http://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Castell_d'Alòs_(Alòs_de_Balaguer)_-_7.jpg/218px-Castell_d'Alòs_(Alòs_de_Balaguer)_-_7.jpg
Castell d'Artesa (Artesa de Segre),Artesa de Segre,,Obra popular,Medieval,41.892030,1.054741,BCIN,481-MH-ZA,http://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Antenes_i_el_Sagrat_Cor_d'Artesa_de_Segre.JPG/218px-Antenes_i_el_Sagrat_Cor_d'Artesa_de_Segre.JPG
